dzid,title,author_index,person_name,person_id,FUNCTION
DZ0808,太上三洞傳授道德經紫虛籙拜表儀,1,杜光庭,15712,編
DZ0817,太清中黃真經,2,九仙君,15514,撰
DZ0817,太清中黃真經,1,中黃真人,15513,注
DZ0825,延陵先生集新舊服氣經,1,桑榆子,15726,注
DZ0830,服氣精義論,1,司馬承禎,10781,撰
DZ0834,存神鍊氣銘,1,孫思邈,10904,撰
DZ0835,保生銘,1,孫思邈,10904,撰
DZ0836,神仙食氣金櫃妙錄,1,京里先生,3573,撰
DZ0838,養性延命錄,1,陶弘景,8506,撰
DZ0841,孫真人攝養論,1,孫思邈,10904,撰
DZ0847,太上肘後玉經方,1,盧遵元,15793,撰
DZ0848,混俗頤生錄,1,劉詞,15551,撰
DZ0849,保生要錄,1,蒲虔貫,15828,撰
DZ0850,修真祕籙,1,符度仁,15805,撰
DZ0851,三元延壽參贊書,1,李鵬飛,15711,撰
DZ0853,養生辯疑訣,1,施肩吾,15676,撰
DZ0866,天老神光經,1,李靖,4152,撰
DZ0879,上清金書玉字上經,1,楊羲,3527,輯佚
DZ0880,太清金液神丹經,1,張道陵,15629,撰
DZ0880,太清金液神丹經,2,陰長生,15896,撰
DZ0880,太清金液神丹經,3,葛洪,3661,撰
DZ0881,太清石壁記,1,楚澤先生,15639,撰
DZ0887,張真人金石靈砂論,1,張隱居,15630,撰
DZ0888,魏伯陽七返丹砂訣,1,黃童君,15944,注
DZ0890,大洞鍊真寶經修伏靈砂妙訣,1,陳少衛,15899,撰
DZ0891,大洞鍊真寶經九還金丹妙訣,1,陳少衛,15899,撰
DZ0896,玉洞大神丹砂真要訣,1,張果,3962,撰
DZ0898,碧玉朱砂寒林玉樹匱,1,西蜀陳大師,15650,撰
DZ0899,大丹記,1,魏伯陽,13590,撰
DZ0900,丹房須知,1,吳悞,15559,撰
DZ0901,石藥爾雅,1,梅彪,15730,撰
DZ0903,純陽呂真人藥石製,1,呂洞賓,15565,撰
DZ0904,金碧五相類參同契,1,陰長生,15896,注
DZ0905,參同契五相類祕要,1,魏伯陽,13590,撰
DZ0906,陰真君金石五相類,1,陰長生,15896,撰
DZ0908,上清九真中經內訣,1,赤松子,15652,撰
DZ0909,龍虎還丹訣,1,金陵子,15892,撰
DZ0914,金華沖碧丹經祕旨,4,白玉蟾,15789,傳
DZ0914,金華沖碧丹經祕旨,3,彭耜,15666,傳
DZ0914,金華沖碧丹經祕旨,2,蘭元白,15843,傳
DZ0914,金華沖碧丹經祕旨,1,孟煦,15581,序
DZ0916,蓬萊山西灶還丹歌,1,黃玄鍾,15942,撰
DZ0917,抱朴子神仙金汋經,1,葛洪,3661,撰
DZ0918,諸家神品丹法,1,孟要甫,15582,編
DZ0920,丹房奧論,1,程了一,15798,撰
DZ0921,指歸集,1,吳悞,15559,撰
DZ0922,還金述,1,陶埴,15914,撰
DZ0923,大丹鉛汞論,1,金竹坡,15891,撰
DZ0924,真元妙道要略,1,鄭隱,1558,撰
DZ0925,丹方鑑源,1,獨孤滔,15754,撰
DZ0930,三十六水法,1,劉安,1026,撰
DZ0930,三十六水法,2,陶弘景,8506,撰
DZ0931,巨勝歌,1,柳沖用,15724,撰
DZ0935,丹論訣旨心鑑,1,張玄德,15622,撰
DZ0937,大還丹金虎白龍論,1,還陽子,15655,撰
DZ0940,金木萬靈論,1,葛洪,3661,撰
DZ0942,通玄祕術,1,沈知言,15748,編
DZ0943,靈飛散傳信錄,1,齊推,15948,撰
DZ0948,神仙養生祕術,1,陳顯微,15913,編
DZ0951,許真君石函記,1,許遜,3519,撰
DZ0955,終南山祖庭仙真內傳,2,李道謙,15708,撰
DZ0955,終南山祖庭仙真內傳,1,王道明,15784,序
DZ0956,終南山說經臺歷代真仙碑記,1,朱象先,15689,撰
DZ0957,古樓觀紫雲衍慶集,1,朱象先,15689,撰
DZ0960,御製真武廟碑,1,明成祖,15356,撰
DZ0962,武當福地總真集,1,劉道明,15554,撰
DZ0963,武當紀勝集,1,羅霆震,15809,撰
DZ0964,西川青羊宮碑銘,1,樂朋龜,15735,撰
DZ0965,宋東太乙宮碑銘,1,扈蒙,15673,撰
DZ0966,宋西太乙宮碑銘,1,宋綬,15591,撰
DZ0967,宋中太乙宮碑銘,1,呂惠卿,15567,撰
DZ0969,天壇王屋山聖跡記,1,杜光庭,15712,序
DZ0970,唐王屋山中巖臺正一先生廟碣,1,衛𨸦,15846,撰
DZ0971,唐嵩高山啟母廟碑銘,1,崔融,10986,撰
DZ0973,甘水仙源錄,2,李道謙,15708,撰
DZ0973,甘水仙源錄,1,張好古,15613,後記
DZ0974,太上老君說常清靜經頌註,1,劉通微,15553,撰
DZ0976,太上洞神五星讚,1,張衡,346,撰
DZ0977,道德篇章玄頌,1,宋鸞,15592,撰
DZ0978,道德真經頌,1,蔣融庵,15834,撰
DZ0979,明真破妄章頌,1,張繼先,15625,撰
DZ0995,淵源道妙洞真繼篇,1,李景元,15699,撰
DZ0996,古文龍虎經註疏,1,王道,15782,撰
DZ0999,周易參同契,1,陰長生,15896,撰
DZ1001,周易參同契,2,朱熹,15686,撰
DZ1001,周易參同契,1,黃瑞節,15943,編
DZ1002,周易參同契分章通真義,1,彭曉,15634,撰
DZ1003,周易參同契鼎器歌明鏡圖,1,彭曉,15634,撰
DZ1005,周易參同契發揮,4,俞琰,15526,撰
DZ1005,周易參同契發揮,3,阮登炳,15895,序
DZ1005,周易參同契發揮,2,張與才,15626,序
DZ1005,周易參同契發揮,1,杜道堅,15713,序
DZ1006,周易參同契釋疑,1,俞琰,15526,撰
DZ1007,周易參同契解,1,陳顯微,15913,撰
DZ1008,周易參同契,1,儲華谷,15532,撰
DZ1009,易外別傳,1,俞琰,15526,撰
DZ1010,玄牝之門賦,1,俞琰,15526,撰
DZ1011,易筮通變,1,雷思齊,15919,撰
DZ1012,空山先生易圖通變序,1,雷思齊,15919,撰
DZ1014,易圖通變,1,雷思齊,15919,撰
DZ1015,金鎖流珠引,1,李淳風,3701,撰
DZ1016,真誥,2,陶弘景,8506,纂
DZ1016,真誥,1,高似孫,15929,序
DZ1017,道樞,1,曾慥,15681,纂
DZ1018,黃帝內經素問補註釋文,3,王冰,15760,注
DZ1018,黃帝內經素問補註釋文,2,林億,15714,校正
DZ1018,黃帝內經素問補註釋文,1,孫兆,15583,校正
DZ1020,黃帝素問靈樞集註,1,史崧,15556,編
DZ1022,素問入式運氣論奧,1,劉溫舒,15547,撰
DZ1023,素問六氣玄珠密語,1,王冰,15760,撰
DZ1024,黃帝八十一難經纂圖句解,1,李駉,15710,撰
DZ1025,鬼谷子,1,鬼谷子,6852,撰
DZ1026,天隱子,1,司馬承禎,10781,撰
DZ1027,素履子,1,張弧,15617,撰
DZ1029,玄真子外篇,1,張志和,11048,撰
DZ1030,劉子,1,袁孝政,15847,注
DZ1031,山海經,2,郭璞,51,注
DZ1031,山海經,1,劉歆,254,編
DZ1032,雲笈七籤,1,張君房,15605,纂
DZ1032.105,清靈真人裴君傳,1,鄭雲子,15888,撰
DZ1032.27,天地宮府圖,1,司馬承禎,10781,撰
DZ1033,至言總,1,范翛然,15819,撰
DZ1035,道體論,1,通玄先生,15654,傳
DZ1036,坐忘論,1,司馬承禎,10781,撰
DZ1037,大道論,1,周固樸,15569,撰
DZ1040,皇極經世,1,邵雍,15877,撰
DZ1041,靈棋本章正經,5,顏幼明,1155,注
DZ1041,靈棋本章正經,4,何承天,7636,注
DZ1041,靈棋本章正經,3,劉基,15511,解
DZ1041,靈棋本章正經,2,李遠,5508,序
DZ1041,靈棋本章正經,1,王胤,15780,序
DZ1042,伊川擊壤集,1,邵雍,15877,撰
DZ1044,化書,1,覃峭,15851,撰
DZ1046,悟玄篇,1,余洞真,15524,撰
DZ1048,玄珠錄,2,王暉,15773,撰
DZ1048,玄珠錄,1,王大霄,15762,纂
DZ1049,雲宮法語,1,汪可孫,15745,撰
DZ1050,華陽陶隱居集,3,陶弘景,8506,撰
DZ1050,華陽陶隱居集,2,傳霄,15530,纂
DZ1050,華陽陶隱居集,1,陳桷,15905,纂
DZ1051,宗玄先生文集,1,吳筠,10794,撰
DZ1052,宗玄先生玄綱論,1,吳筠,10794,撰
DZ1053,吳尊師傳,1,權德輿,11432,撰
DZ1054,南統大君內丹九章經,1,吳筠,10794,撰
DZ1055,純陽真人渾成集,1,何志淵,15520,纂
DZ1057,丹陽真人語錄,1,王頤中,15786,撰
DZ1058,無為清靜長生真人至真語錄,1,劉處玄,15502,撰
DZ1059,盤山棲雲王真人語錄,1,論志煥,15854,纂
DZ1060,清庵瑩蟾子語錄,2,柴元皋,15725,撰
DZ1060,清庵瑩蟾子語錄,1,王玠,15776,刊記
DZ1061,上清太玄集,1,侯善淵,15525,撰
DZ1063,洞淵集,1,李思聰,15696,撰
DZ1064,洞淵集,1,長筌子,15657,撰
DZ1065,玄教大公案,1,苗善時,15815,撰
DZ1066,玄宗直指萬法同歸,1,牧常晁,15753,撰
DZ1067,上陽子金丹大要,1,陳致虛,15493,撰
DZ1068,上陽子金丹大要圖,1,陳致虛,15493,撰
DZ1069,上陽子金丹大要列仙誌,1,陳致虛,15493,撰
DZ1070,上陽子金丹大要仙派,1,陳致虛,15493,撰
DZ1071,原陽子法語,1,趙宜真,15866,撰
DZ1072,金丹直指,1,周無所住,15574,撰
DZ1073,道禪集,1,王志坦,15766,撰
DZ1074,還真集,2,王玠,15776,撰
DZ1074,還真集,1,張宇初,15614,序
DZ1075,道玄篇,1,王玠,15776,撰
DZ1076,隨機應化錄,3,何道全,15523,撰
DZ1076,隨機應化錄,2,賈道玄,15862,編
DZ1076,隨機應化錄,1,靈通子,15662,序
DZ1078,玉室經,1,李成之,15697,撰
DZ1079,真人高象先金丹歌,1,高先,16940,撰
DZ1080,金丹真一論,1,百玄子,15647,撰
DZ1081,金丹四百字,2,張伯瑞,15603,撰
DZ1081,金丹四百字,1,黃自如,15945,注
DZ1082,龍虎還丹訣頌,2,林太古,15715,撰
DZ1082,龍虎還丹訣頌,1,谷神子,15651,注
DZ1083,龍虎元旨,1,青霞子,15663,撰
DZ1084,龍虎還丹訣,1,李真人,15701,注
DZ1086,漁莊邂逅錄,1,吳悞,15559,撰
DZ1087,金丹正宗,1,胡混成,15812,撰
DZ1088,還丹復命篇,1,薛道光,15841,撰
DZ1089,爰清子至命篇,1,王慶升,15770,撰
DZ1090,翠虛篇,2,陳楠,15906,撰
DZ1090,翠虛篇,1,王思誠,15768,纂
DZ1091,還源篇,1,石泰,15794,撰
DZ1092,還丹至藥篇,1,王賢芝,15781,撰
DZ1093,亶甲集,1,趙民,15870,撰
DZ1095,證道歌,1,左掌子,15598,撰
DZ1096,陳先生內丹訣,1,陳朴,15904,撰
DZ1099,長生指要篇,1,林自然,15720,撰
DZ1100,鳴鶴餘音,2,彭致中,15667,編
DZ1100,鳴鶴餘音,1,虞集,15844,序
DZ1110,淨明忠孝全書,2,黃元吉,15935,撰
DZ1110,淨明忠孝全書,1,徐慧,15668,編
DZ1115,太上洞玄靈寶本行因緣經,1,葛玄,1557,輯佚
DZ1123,一切道經音義妙門由起,1,史崇,474,撰
DZ1125,洞玄靈寶三洞奉道科戒營始,1,金明七真,15656,撰
DZ1126,洞玄靈寶道學科儀,1,太極太虛真人,15578,撰
DZ1127,陸先生道門科略,1,陸修靜,4492,撰
DZ1128,道門經法相承次序,1,潘師正,11507,撰
DZ1129,道教義樞,1,孟安排,15580,撰
DZ1132,上清道類事相,1,王懸河,15771,撰
DZ1135,太平兩同書,1,羅隱,15808,撰
DZ1137,上清太玄鑑誡論,1,侯善淵,15525,撰
DZ1139,三洞珠囊,1,王懸河,15771,纂
DZ1140,雲山集,3,姬志真,15579,撰
DZ1140,雲山集,2,裴憲,2049,序
DZ1140,雲山集,1,王鶚,15787,序
DZ1141,仙樂集,1,劉處玄,15502,撰
DZ1142,漸悟集,1,馬從義,15922,撰
DZ1143,草堂集,1,王丹桂,15755,撰
DZ1145,玄虛子鳴真集,2,玄沖師,15646,撰
DZ1145,玄虛子鳴真集,1,張志明,15618,序
DZ1146,葆光集,2,尹志平,15597,撰
DZ1146,葆光集,1,煙霞真人,15643,序
DZ1147,西雲集,1,郭志誠,15879,撰
DZ1148,勿齋先生文集,1,楊至質,15734,撰
DZ1149,洞玄金玉集,1,馬從義,15922,撰
DZ1150,丹陽神光燦,2,馬玨,15925,撰
DZ1150,丹陽神光燦,1,甯師常,15788,序
DZ1151,悟真集,1,李先生,15691,撰
DZ1152,雲光集,1,王處一,15499,撰
DZ1153,重陽全真集,2,王嚞,15505,撰
DZ1153,重陽全真集,1,范懌,15818,序
DZ1154,重陽教化集,1,王嚞,15505,撰
DZ1155,重陽分梨十化集,2,王嚞,15505,撰
DZ1155,重陽分梨十化集,1,馬大辯,15924,序
DZ1156,重陽真人金關玉鎖訣,1,王嚞,15505,撰
DZ1157,馬自然金丹口訣,1,馬自然,15927,撰
DZ1159,磻溪集,1,丘處機,15501,撰
DZ1160,水雲集,1,譚處端,15503,撰
DZ1161,太古集,2,郝大通,15500,撰
DZ1161,太古集,1,范圓曦,15817,序
DZ1163,孫真人備急千金要方,2,孫思邈,10904,撰
DZ1163,孫真人備急千金要方,1,林億,15714,改訂
DZ1165,仙傳外科祕方,2,趙宜真,15866,撰
DZ1165,仙傳外科祕方,1,劉淵,264,編
DZ1167,太上感應篇,1,李昌齡,15698,撰
DZ1171,鬻子,2,鬻熊,6850,撰
DZ1171,鬻子,1,逢行珪,432,注
DZ1172,公孫龍子,2,公孫龍,4583,撰
DZ1172,公孫龍子,1,謝絳,15856,注
DZ1173,尹文子,2,尹文,13521,撰
DZ1173,尹文子,1,仲長氏,3575,序
DZ1174,子華子,1,程本,15801,撰
DZ1175,鴞冠子,1,陸佃,15916,注
DZ1176,墨子,1,墨翟,5599,撰
DZ1177,韓非子,2,韓非,10275,撰
DZ1177,韓非子,1,何犿 ,15521,編
DZ1178,黃石公素書,1,魏魯,15933,注
DZ1179,黃石公素書,1,張尚英,15616,注
DZ1180,孫子註解,1,曹操,3651,注
DZ1180,孫子註解,2,孟,,注
DZ1180,孫子註解,3,李荃,15705,注
DZ1180,孫子註解,4,杜佑,11315,注
DZ1180,孫子註解,5,杜牧,11334,注
DZ1180,孫子註解,6,陳皥,15908,注
DZ1180,孫子註解,7,賈林,15861,注
DZ1180,孫子註解,8,梅堯臣,15729,注
DZ1180,孫子註解,9,王晳,15778,注
DZ1180,孫子註解,10,何延錫,15519,注
DZ1180,孫子註解,11,張預,15631,注
DZ1181,孫子遺說,1,鄭友賢,15885,撰
DZ1182,天原發微,2,鮑雲龍,15934,撰
DZ1182,天原發微,1,方回,15674,編
DZ1183,集註太玄經,2,揚雄,425,撰
DZ1183,集註太玄經,1,司馬光,15557,注
DZ1184,淮南鴻烈解,1,許慎,8631,注
DZ1185,抱朴子內篇,1,葛洪,3661,撰
DZ1186,抱朴子別旨,1,葛洪,3661,撰
DZ1187,抱朴子外篇,1,葛洪,3661,撰
DZ1188,橐籥子,1,祝洞天,15795,撰
DZ1191,祕傳正陽真人靈寶畢法,3,鍾離權,15508,撰
DZ1191,祕傳正陽真人靈寶畢法,2,呂喦,15565,纂
DZ1191,祕傳正陽真人靈寶畢法,1,施肩吾,15676,傳
DZ1205,三天內解經,1,三天弟子徐氏,16962,撰
DZ1212,醮三洞真文五法正一盟威籙立成儀,1,張萬福,11075,撰
DZ1221,上清靈寶大法,2,王契真,15763,纂
DZ1221,上清靈寶大法,1,寧全真,15595,傳
DZ1223,上清靈寶大法,1,金允中,15889,撰
DZ1224,道門定制,2,呂元素,15564,纂
DZ1224,道門定制,1,胡湘龍,15813,編
DZ1225,道門科範大全集,2,杜光庭,15712,撰
DZ1225,道門科範大全集,1,仲勵,15516,編
DZ1226,道門通教必用集,1,呂太古,15566,纂
DZ1227,太上助國救民總真祕要,1,元妙宗,15533,撰
DZ1230,太平御覽,1,李昉,5522,纂
DZ1232,道門十規,1,張宇初,15614,撰
DZ1233,重陽立教十五論,1,王嚞,15505,撰
DZ1235,全真清規,1,陸道和,15918,纂
DZ1236,太上出家傳度儀,1,賈善翔,15859,撰
DZ1237,三洞修道儀,1,孫夷中,15584,撰
DZ1240,洞玄靈寶道士受三洞經誡法籙擇日曆,1,張萬福,11075,撰
DZ1241,傳授三洞經戒法籙略說,1,張萬福,11075,撰
DZ1247,太清玉司左院祕要上法,1,霞映,15661,撰
DZ1248,三洞群仙錄,2,陳葆光,15909,纂
DZ1248,三洞群仙錄,1,林季仲,15716,序
DZ1249,三十代天師虛靖真君語錄,2,張繼先,15625,撰
DZ1249,三十代天師虛靖真君語錄,1,張宇初,15614,纂
DZ1250,沖虛通妙侍宸王先生家話,1,袁庭植,15848,撰
DZ1251,虛靜沖和先生徐神翁語錄,3,苗希頤,15816,纂
DZ1251,虛靜沖和先生徐神翁語錄,2,朱翌,15687,編
DZ1251,虛靜沖和先生徐神翁語錄,1,朱宋卿,15683,改訂
DZ1253,道法心傳,1,王惟一,15769,撰
DZ1254,雷法議玄篇,1,萬宗師,15821,撰
DZ1255,老子微旨例略,1,王弼,4266,撰
DZ1256,真仙直指語錄,1,玄全子,15645,纂
DZ1257,群仙要語纂集,1,董漌醇,15827,纂
DZ1258,諸真內丹集要,1,玄全子,15645,纂
DZ1262,意林,1,馬總,15926,撰
DZ1263,莊列十論,1,李元卓,15690,撰
DZ1264,離峰老人集,1,于道顯,15515,撰
DZ1277,道法宗旨圖衍義,1,鄧柟,15882,撰
DZ1277,道法宗旨圖衍義,2,章希賢,15804,撰
DZ1278,洞玄靈寶五感文,1,陸修靜,4492,撰
DZ1280,玄壇刊誤論,1,張若海,15627,撰
DZ1285,翊聖保德傳,1,王欽若,15774,撰
DZ1286,廬山太平興國宮採訪真君事實,1,葉義問,15824,纂
DZ1293,上清太微帝君結帶真文法,1,陸修靜,4492,撰
DZ1297,洞玄靈寶五老攝召北豐鬼魔赤書玉訣,1,葛巢甫,1421,
DZ1304,贛州聖濟廟靈跡理,1,宋濂,15590,撰
DZ1305,護國嘉濟江東王靈籤,1,傳燁,15529,撰
DZ1306,葛仙翁肘後備急方,4,葛洪,3661,撰
DZ1306,葛仙翁肘後備急方,3,陶弘景,8506,撰
DZ1306,葛仙翁肘後備急方,2,楊用道,15733,撰
DZ1306,葛仙翁肘後備急方,1,段成已,15739,編
DZ1307,海瓊白真人語錄,3,白玉蟾,15789,撰
DZ1307,海瓊白真人語錄,2,彭耜,15666,編
DZ1307,海瓊白真人語錄,1,方從義,15675,刊印
DZ1308,海瓊問道集,2,白玉蟾,15789,撰
DZ1308,海瓊問道集,1,劉元長,15537,序
DZ1309,海瓊傳道集,1,白玉蟾,15789,撰
DZ1310,清和真人北遊語錄,2,尹志平,15597,撰
DZ1310,清和真人北遊語錄,1,段志堅,15738,纂
DZ1311,峴泉集,1,張宇初,15614,撰
DZ1329,太上九赤班符五帝內真經,1,楊羲,3527,
DZ1334,洞真太上神虎隱文,1,楊羲,3527,
DZ1372,上清高上玉晨鳳臺曲素上經,1,楊羲,3527,
DZ1377,上清太上九真中經降生神丹訣,1,楊羲,3527,
DZ1379,上清玉帝七聖玄紀迴天九霄經,1,楊羲,3527,
DZ1382,上清九丹上化胎精中記經,1,楊羲,3527,
DZ1388,上清金真玉皇上元九天真靈三百六十五部元錄,1,金明七真,15656,撰
DZ1391,上清瓊宮靈飛六甲錄,1,楊羲,3527,
DZ1401,太上黃庭中景經,1,李千乘,15692,注
DZ1407,洞玄靈寶二十四生圖經,1,葛巢甫,1421,
DZ1411,洞玄靈寶長夜之府九幽玉匱明真科,1,葛巢甫,1421,
DZ1412,太上元始天尊說北帝伏魔神咒妙經,1,歐陽雯,15737,纂
DZ1413,北帝伏魔經法建壇儀,1,盧中苓,15791,撰
DZ1426,唐太古妙應孫真人福壽論,1,孫思邈,10904,撰
DZ1429,長春真人西遊記,2,李志常,15695,撰
DZ1429,長春真人西遊記,1,孫錫,15587,序
DZ1437,太上老君開天經,1,張泮,15621,撰
DZ1439,洞玄靈寶玉京山步虛經,1,葛巢甫,1421,
DZ1440,皇經集註,1,周玄貞,15575,纂
DZ1457,高上玉宸憂樂章,1,楊羲,3527,
DZ1463,漢天師世家,1,張國祥,15609,編
DZ1464,弘道錄,1,邵經邦,15875,撰
DZ1465,消搖墟經,1,洪應明,15749,撰
DZ1470,徐仙真錄,2,黃恒,15940,纂
DZ1470,徐仙真錄,1,孫景康,15586,刊印
DZ1472,岱史,1,查志隆,15723,撰
DZ1473,易因上下經,1,李贄,15706,撰
DZ1475,易林上下經,2,焦贛,333,撰
DZ1475,易林上下經,1,王俞,15757,序
DZ1478,化書,1,覃峭,15851,撰
DZ1483,天皇至道太清玉冊,1,朱權,15685,撰
DZ1486,老子翼,1,焦竤,15751,撰
DZ1487,莊子翼,1,焦竤,15751,撰
